Rank	Frequency	UUID	Row Text
3407	1	b42d-1910-33f9-952b	limestone is formed by water evaporating from a solution of water and minerals
3408	1	4ed1-58db-05c6-ad49	a windmill does not create pollution
3409	1	f128-d566-1e55-83b4	containing something is similar to holding something
3410	1	dcb8-493b-65be-44b6	the atmosphere is a kind of area
3411	1	73c5-2c1f-a941-c351	wood is a light material
3412	1	9f4c-5487-7b35-f049	a chair is a kind of object
3413	1	4f6c-7f8c-b9d5-f3cb	seconds are a kind of unit for measuring time
3414	1	5365-b516-685c-e809	being around something means surrounding that something
3415	1	a1a8-b11b-e127-8797	freezing causes a solid to form
3416	1	f535-7c05-1612-0e99	being distracted while driving can cause people to crash their car
3417	1	7ca2-740e-37f4-0a9e	a bat is a kind of animal
3418	1	f4b3-b8dc-89a2-0c84	an animal body contains arteries ; veins
3419	1	9100-1d1a-b26a-7634	when something reaches something else , that something has usually completed its movement
3420	1	f303-c24f-1db0-7fba	soil is found on the surface of the Earth
3421	1	6f6a-b026-39ea-057c	the Southern Hemisphere is located south of the Northern Hemisphere
3422	1	9124-5b04-dfef-8bd1	a container with air holes in the top can be used for holding ; capturing an animal
3423	1	6637-e41b-2d15-bfdc	a ceiling fan is a kind of fan
3424	1	b913-a040-66e7-599a	a mirror is used for reflecting light
3425	1	0b5d-4e2a-0397-cd4c	Anna is a name for a human
3426	1	7d2c-48ac-99ed-8384	ice crystals means ice
3427	1	b776-8099-262d-4b06	the solar system contains the moon
3428	1	88df-eb0d-45e8-287f	a radio is used for communication
3429	1	9150-2d08-9c54-5af3	sight means vision
3430	1	3375-b363-3db7-2e3f	information is used to describe something
3431	1	2a94-c730-703f-d4e6	the North Pole is a kind of location
3432	1	6206-bd50-4980-0cf3	nerves can be used to feel heat and pressure on the skin
3433	1	e1b6-ff98-c47b-fd5a	blubber is a kind of fat
3434	1	6f25-0200-16e0-4389	an adaptation is an adaptive feature
3435	1	22a5-e62f-1151-60f2	some rabbits live in forests
3436	1	879e-75ee-34d3-b880	a beverage is a kind of food
3437	1	4622-178e-e8e0-8022	an animal 's brain controls that animal
3438	1	c1b8-cab4-eb78-9161	improving the design of something helps that something to do its function
3439	1	fe85-5892-7823-5d15	conducting is a kind of function
3440	1	d0f6-3d4b-e8bf-dcf4	an octopus is a kind of animal
3441	1	894e-5991-acbb-3f2c	as depth increases , pressure will increase
3442	1	089e-dcd5-b124-189c	a plain is a kind of landform
3443	1	866e-9867-c534-141c	all living things grow
3444	1	45f8-9d9a-e897-a211	a glacier is made of a large buildup of ice ; snow
3445	1	24ec-0ce6-3909-ccf6	carpet absorbs sound
3446	1	0367-da98-abce-d6f4	streak is a property of a mineral
3447	1	f9cb-c2e7-8639-5591	if an organism can compete for resources then more resources will become available to that organism
3448	1	4bc1-99e4-3bcc-aac0	a drinking straw is flexible
3449	1	457f-3767-5871-6ec8	grey clouds appear before precipitation
3450	1	ade4-c403-3219-6cb1	a scientist is a kind of human
3451	1	b2f0-94bd-4545-1416	An example of a seasonal change ; adaptation is plants dying ; becoming dormant in the winter
3452	1	4967-a59a-d4c4-9810	gardens are located outside
3453	1	c4de-157a-1fb4-0ec8	a human can pedal a bicycle
3454	1	c584-6259-5120-68ef	controlling insects means killing insects
3455	1	d12c-45b3-893a-484c	female birds sit in nests
3456	1	5510-64d4-c9fc-9719	winter in the Northern Hemisphere is during the summer in the Southern Hemisphere
3457	1	83fc-2b11-a88e-56cd	to inhibit means to prevent
3458	1	4a99-8800-c83e-73fb	helping bodily processes has a positive impact on an animal ; an animal 's health
3459	1	499d-e50e-b35d-35c2	a shell is a part of some animals
3460	1	81dc-99bd-7476-6fea	nonmetallic is a kind of luster
3461	1	be6c-e07f-062e-3207	planting crops requires growing crops
3462	1	09f9-ddfd-fa69-b278	a required resource being low in availability has a negative impact on the something that requires that resource
3463	1	655d-4374-fd1d-a906	noon is a kind of time of day
3464	1	2843-571e-d3d2-d99d	brass is a kind of alloy
3465	1	b72b-62d2-5281-f92e	as distance to a city decreases , the amount of light pollution will increase
3466	1	ba38-575d-6353-ec1a	place is synonymous with location
3467	1	ee81-6896-fd50-40b6	wheels are a part of a car
3468	1	a282-4420-bd3d-7094	to a human a air ; environment temperature of 28 C to 35 C is considered hot
3469	1	142e-2fac-bb31-2e5d	to protect means to defend
3470	1	858d-7f12-bc99-2177	chocolate is a kind of solid usually
3471	1	774c-70fb-21b9-d983	a bobcat is a kind of predator
3472	1	8f4d-39c0-8ee7-35e4	a seashell is a kind of object
3473	1	cafa-1156-b030-e5db	windshield wiper increases visibility while driving in bad weather
3474	1	82fa-e7a4-1da6-7ae5	valley quail are a kind of quail
3475	1	e4f6-cdf7-74e3-8c27	an owl is a kind of predator
3476	1	614f-48c8-755b-db8d	as the mass of an object increases , the force required to push that object will increase
3477	1	aeb7-e5f7-0e84-12fd	a community is made of many types of organisms in an area
3478	1	14de-6699-6b2e-a5d1	A bird is a pollinating animal
3479	1	e59e-0e41-e397-6426	as air pressure decreases , the chance of rain will increase
3480	1	fae8-a262-8845-ae7b	money usually has a positive impact on a person 's life
3481	1	5e06-8173-600d-592b	a tornado has high wind speeds
3482	1	5b47-bd0e-73fe-67d6	a wire is usually made of metal
3483	1	cf70-3fdf-c124-a754	spices are a kind of material
3484	1	d1de-2ec6-5323-1c1d	a different moon phase occurs once per week
3485	1	fcce-8881-7921-d9d2	plasma is a kind of state of matter
3486	1	c18e-f16d-3f5a-07a8	including means containing
3487	1	b9fd-85c7-f651-4365	some crickets live in forests
3488	1	75d4-d09a-466c-e258	skin is a part of an animal
3489	1	4c74-590e-8dfe-012b	seasonal changes are made in response to changes in the environment
3490	1	151d-c801-eb15-ebfb	keeping means staying
3491	1	f706-d251-d2c7-c788	type of moon ; kind of moon means moon phase
3492	1	3762-b90b-1f83-4068	buildings collapsing often cause death
3493	1	064c-653b-1ec4-4e84	the shape of an object can be discovered through feeling that object ; touching that object
3494	1	703d-4bda-4bbc-790e	bad weather decreases visibility while driving
3495	1	7b1d-3e19-a611-e427	as an object moves down , potential energy will decrease
3496	1	9a85-698e-680e-5033	a fern is a kind of plant
3497	1	c06c-630c-c3ed-e7a0	digestion is a kind of bodily process
3498	1	b1d2-660c-6f63-cfd8	a shell is a kind of fossil
3499	1	2597-f6ee-6a92-2ec6	to show means to display
3500	1	a142-f9f0-f59e-1786	a marsh is a kind of body of water
3501	1	87fc-9f14-db43-7f99	to keep a process or event happening is similar to causing that process or event to happen
3502	1	5c63-e482-de31-72c0	the ground is part of the Earth
3503	1	dd4a-59cf-dde4-11b2	food is a kind of object
3504	1	efad-c789-3790-7d85	a white tile can be used as a streak plate
3505	1	4706-54ea-c8d6-bedd	elements are a kind of substance
3506	1	29f7-bead-ba29-6a7f	to cause something means to contribute to that something happening
3507	1	6f65-9a3a-f9f4-0c74	metal is a kind of natural resource
3508	1	418b-50f9-2389-1806	knowing the properties of something means knowing information about that something
3509	1	2d7b-fad0-6961-de51	a compass 's needle lines up with Earth 's magnetic poles
3510	1	ad3c-e23e-4687-db8b	to collect means to gather
3511	1	03c0-59bd-bf14-aaa0	transpiration is when water vapor moves from plants ; leaves into the atmosphere
3512	1	a650-d8d9-199a-6170	to lift means to move up
3513	1	66b8-769e-1915-e8a1	the Arctic Ocean is a kind of ocean
3514	1	41ff-4240-13ce-27e0	gold is a kind of solid
3515	1	2d60-9f81-f014-f5d5	ringing is a kind of action
3516	1	b37b-770d-c526-1766	inherited characteristics are a kind of hereditary information
3517	1	4850-3bd5-960b-0b9a	more likely means increased likelihood
3518	1	f1ae-4d95-7b44-91f9	sunlight contains ultraviolet light
3519	1	4677-279f-1c3b-2333	the mouth is a part of the digestive system used for eating
3520	1	7f29-f89e-48de-2b22	good bacteria grow on the skin ; a human 's skin
3521	1	c989-b804-971a-ebd4	when available resources decrease in an environment , organisms have to conserve those resources
3522	1	9711-e2b0-af9e-1208	peas is a kind of seed
3523	1	735a-963c-130f-059c	dissolving a substance in water causes the water to taste like that substance
3524	1	bbaf-fd47-e244-3163	losing something decreases the amount of that something
3525	1	2ede-65e6-e727-d345	cellular respiration is cellular digestion
3526	1	bbeb-6bd2-a93f-7e6c	protection means resistance to damage increases
3527	1	3648-f2f7-ae08-d6f7	algae is found in bodies of water
3528	1	0d14-c53e-d23c-17d9	water causes the most soil and rock erosion
3529	1	3a09-0c0a-bfcf-b959	In the photosynthesis process oxygen has the role of waste product
3530	1	93a8-6f1f-f6e7-e5bc	a balloon is a kind of object
3531	1	05fc-1029-d104-3be1	grass is a rough surface
3532	1	70de-f5de-18c7-7030	a lens is a part of a telescope
3533	1	2651-d09d-1434-a5a6	sand is made of small particles
3534	1	a53c-6387-9cc9-d3e1	cooking food to proper temperatures protects against food poisoning by killing bacteria and viruses
3535	1	78d2-c53f-0244-23c2	a hawk is a kind of animal
3536	1	39b5-164b-997b-e3fe	riding in ; driving in a vehicle means using that vehicle
3537	1	0b18-91e7-5692-5753	powering an electrical device with a battery requires a path for electricity to flow through a closed circuit
3538	1	4c40-fb3b-92a4-0c8d	longest means greatest in length
3539	1	dfcb-6cbb-85ac-9195	a cow is a kind of herbivore
3540	1	8887-e704-c02a-b51a	high means great in altitude
3541	1	54ee-e44b-06a1-c4cf	hunting means humans kill animals in the wild
3542	1	6757-76c5-8bf9-33b8	heavy rains cause flooding
3543	1	6f80-7e87-5ec0-a78c	Tommy is a name for a human
3544	1	2d89-0117-6ce2-b5bf	how something appears is how that something looks
3545	1	150d-8fc1-9d5d-32da	an osprey is a kind of bird
3546	1	b42b-3273-90bc-24a0	positively impacting an organism 's survival increases the likelihood of survival of that organism
3547	1	cb9b-7410-93c7-2adf	boiling point is the highest temperature a liquid can reach
3548	1	0ff3-af70-ba28-efc5	carrion means rotting meat ; flesh
3549	1	c23b-f665-cd04-dafd	to produce means to create
3550	1	6b63-3618-ee96-78b4	biofuel releases carbon dioxide into the atmosphere
3551	1	0b20-e1d5-d119-0111	as number of organisms in a group increases , the chance of survival of each organism will increase
3552	1	3cfa-bd2a-6867-18ba	drier means lower in amount of water ; wetness ; moisture
3553	1	46cd-dec2-14f6-b382	transporting nutrients, water, and minerals is a kind of function
3554	1	8c6a-e1d6-dbe5-e366	An example of a fossil is a footprint in a rock
3555	1	185a-1acc-1d39-1dc0	New York is closer to the North Pole than Florida
3556	1	87a1-9fd1-636a-072d	a face dimple is depressed ; indented in shape
3557	1	a51c-ef9e-4258-374f	a pecan tree is a kind of tree
3558	1	1af6-b1e2-ade4-b6af	skidding causes speed to decrease
3559	1	9ed4-1adc-4024-73b1	to serve as means to be used as
3560	1	e3ac-61ec-4ae4-2d5b	the ground means Earth 's surface
3561	1	24f8-b192-2a82-e6d8	sensing a warning means receiving a warning
3562	1	ad03-f79e-d18f-eebc	An example of hitting something is dropping an object onto that something
3563	1	50a5-5c13-ea54-0220	recording an observation sometimes requires measuring
3564	1	0c4f-43da-c106-3620	a stick is a kind of object
3565	1	3dbd-97fe-20bf-4ba3	technology is similar to tool
3566	1	9fc4-8f42-b1f1-b569	hair is thin
3567	1	3141-c707-066a-00e2	humans drink beverages
3568	1	9828-4356-ffa4-f544	if an organism makes food for itself then that organism does not need to eat other organisms
3569	1	4a43-f8d5-b9e8-39c8	braking can cause skidding
3570	1	5802-cde2-4ed8-839e	when a plant grows , the size of ; number of the leaves of that plant may increase
3571	1	bf74-5557-dd78-d5c8	a shore is the land found at the edge of a body of water
3572	1	08ea-2bfc-e6e1-9c7d	a lever is used for lifting ; moving heavy objects
3573	1	4a2b-185c-d16f-361d	birds with beaks of different shapes eat different foods
3574	1	95f3-60ac-0a8c-04ca	something that is used for communication increases communication
3575	1	e29c-2800-f9a7-6195	zinc is a kind of metal
3576	1	264f-5a85-6765-8c90	reflection is when light is reflected from one object ; one place to another object ; another place
3577	1	6639-1b70-5a51-b9a1	to be fit for an environment means to be able to survive in that environment
3578	1	3efa-7e97-63b6-90a3	a handle is used for holding an object
3579	1	6350-c3b8-88a9-6c60	a blue jay is a kind of bird
3580	1	9e1f-a1a8-643b-0b8c	metal is a nonrenewable resource
3581	1	3f22-4f93-27fe-9ff0	crop rotation is when different crops are planted on a field in different years
3582	1	4484-111e-3dfa-198e	two females can not usually reproduce with each other
3583	1	4ef5-2024-bd2f-74e2	keeping is similar to storing
3584	1	6b27-6dff-3eef-6ffc	if an animal hatches from an egg then that animal is born
3585	1	ce71-9833-2959-cb9d	a tag is a kind of tool for monitoring an object 's location
3586	1	4fb5-dbc8-4e35-105d	if something is definite in shape then that something will not change shape easily
3587	1	aa31-b3ca-a8ab-afbd	Norfolk is a kind of town
3588	1	533a-06f9-f6cc-18f4	condensation is a stage in the water cycle process
3589	1	8fd4-1c07-b659-3ae7	if an organism 's prey moves quickly then that organism may need to move quickly to catch its prey
3590	1	e170-b8a2-8292-67af	glaciers melting has a negative impact on the glaicial environment
3591	1	6b85-a565-613d-eac0	round objects roll
3592	1	1732-2d9c-7bc6-4556	a rain gauge is a kind of graduated cylinder
3593	1	b9a7-e1c0-9960-d0c6	an animal 's shell is usually hard for protection
3594	1	e688-0a78-f99a-7687	if something is made by something else then that something is affected by that something else
3595	1	64b0-c692-7001-4ab6	candy is a kind of dessert
3596	1	2e6a-b783-f0c4-7809	to identify means to discover
3597	1	aacf-3442-3b46-b964	the sun rising and setting causes cycles of day and night
3598	1	0149-ae3f-4139-1e0b	flippers are a part of a sea turtle
3599	1	0cea-081d-192a-85fe	a hare is a kind of prey
3600	1	c118-527e-6211-a80e	red is a kind of color
3601	1	c53b-8f28-1acf-463a	requiring something means needing that something
3602	1	5c77-2dc4-7ebe-7cbe	speckled is a kind of color pattern
3603	1	f557-1bfc-f95b-375d	to prevent the occurence of an event means to decrease the occurence of the event
3604	1	0e62-10ed-825a-6a1b	a seed is used for storing food for a new plant
3605	1	ece6-3b70-33f4-3b98	breath contains water vapor
3606	1	3483-7c99-093c-e25c	striped is a kind of color pattern
3607	1	9f14-a567-d745-cbb2	dew is formed when water vapor condenses ; cools over night
3608	1	7975-13c2-aeb2-5a9a	precipitation is when water falls from the sky
3609	1	ae87-8deb-5a31-1c69	a thorn is a kind of object
3610	1	e856-9caa-346e-b925	a chloroplast contains chlorophyll
3611	1	674c-94e4-e533-3536	a newspaper is made of paper
3612	1	524e-2e12-7c8b-f5cb	producing electricity sometimes requires burning oil
3613	1	d02f-8790-4fd9-da49	a dessert is a kind of food
